web-scraper-order,name_en,company_games,company_description,company_descr_country,company_descr_city,link,top_level_domain,tld_country,link_geoip
1521882347-172,Imaginative Systems Software,,"Imaginative Systems Software was a company co-founded in New Milford, New Jersey, United States, by Dan [1] and Garry Kitchen. Garry was the president. [2]",['United States'],['New Milford'],,,,
1521882359-178,I.S.C.,,"I.S.C. Co., Ltd. (株式会社アイ・エス・シィ) is a software company headed by Shigeo Takei (武井茂雄). [1] It was established on April 1, 1986, and incorporated (?) on January 21, 1991. [2]",[],[],,,,
1521882277-138,Knight Technologies,,"Knight Technologies was a contract development company started by John Smedley [1] in San Diego, California. [2] It was eventually acquired by Park Place Productions. [3]",[],['San Diego'],,,,
1521882219-110,MicroGraphicImage,,"MicroGraphicImage (MGI) was a publisher and developer started by former Apollo employees Tim Martin and Robert Barber with money made from developing Halloween for the Atari 2600 [1] for VSS. [2] Though Spelunker is its most famous game, MGI also performed contract development for Brøderbund, Parker Brothers, and CBS Electronics. [3]",[],[],,,,
1521882476-235,Dual,,"Dual Corporation (株式会社デュアル) was established on July 1, 1987 [1], as KLON.",[],[],,,,
1521882326-162,Interlink,,"Kenji Eno (飯野賢治) worked here for a year. Because the company grew so big during that time (from about 10 employees to about 30), he lost interest and quit, later starting his own independent game development company called EIM. [1]",[],[],,,,
1521882509-251,Dave Nutting Associates,,null,[],[],,,,
1521882059-32,Renaissance Technology,,"Renaissance Technology was headed up by Glenn Baylor and Victor Ivashin, both formerly of Commodore. [1] Ty Roberts and Dusty Duistermars were among some of the staff. [2] A subsidiary called Reflections had an electronic software distribution system in the works. [3]",[],[],,,,
1521882156-79,Nice Ideas,,"Based in le parc international d'activités de Valbonne Sophia Antipolis, a technology park near the south coast of France, Nice Ideas was originally started in February 1983 as Mattel Electronics' French office, established to develop Intellivision and ColecoVision games that would appeal to European sensibilities. Half the programmers were recruited in London, the other half in Paris. [1]",['France'],"['London', 'Paris']",,,,
1521882334-166,Innoventions,,Research Methods: Online resources (see Links),[],[],,,,
1521882601-296,Biox,,"Biox Co., Ltd. (バイオックス株式会社) was originally established as Japan System House Co., Ltd. (日本システムハウス株式会社) in October 1987. It was renamed JSH Co., Ltd. (株式会社ジェイエスエッチ) in July 1995. The company's name was changed yet again to Biox in December 1997. [1]",[],[],,,,
